AREA;Equip.;Subconjunto;Data/Hora Início;Data/Hora Fim;Duração (min);Tipo Parada;Razão Parada;Comentários;Tipo AF;Status;Responsável;ID AF;Path
REF;;;26/01/2024 17:36;26/01/2024 18:43;67;ELETRICA;A 4 - FALSA INDICAÇÃO;"ABORTOU VAZAMENTO DEVIDO ALTA VAZÃO DE NA FACE ... MANUTENÇÃO ATUANDO .... 
Ocorrência: aborto na partida de vazamento durante subida do forno 
Causa: variação na vazão inicial de agua ativando aborto por vazão alto-alto 
Ação: Feito reaperto painel, medidor de vazão e válvula de controle de agua. melhorado aterramento do medidor de vazão de agua.";MINI RCA;Concluído;Vanessa, Tiago e Diego;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\06-Junho\Falha RTO\20220624-CCL-RCA FALHA RTO.xlsx
REF;;;26/01/2024 20:01;26/01/2024 21:09;68;ELETRICA;A 4 - FALSA INDICAÇÃO;"AJUSTANDO REGULADOR DE VAZÃO DE AGUA E FAZENDO SIMULAÇÃO DE VAZAMENTO PARA VERIFICAÇÃO DE VAZÃO.
Ocorrência: Falha indicação PCS
Causa: Nesse horario maquina estava vazando 
Ação: Maquina vazando nesse horario";MINI RCA;Concluído;Vanessa, Tiago e Diego;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220626_Chaveta do enrolador de cabos_v2.xlsx
REF;;;28/01/2024 08:59;28/01/2024 11:48;169;MECANICA;A 1 - DESGASTE;"devido aborto de vazamento verificamos vazão de agua, cortina, mangueiras, encaixes no molde pos1, porém foi constatado pelo Buda que o problema era no MLC, foi trocado o mesmo. 
manutenção
ocorrência: aborto de vazamento, sangria na posição 1
causa: bobina superaquecida devido a pedaço de mangueira obstruindo a refrigeração
ação: troca do mlc e demais ações.
minirca20240128";MINI RCA;Concluído;Tiago, Diego e Vanessa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220627-MiniRCA-CCL-FALHA NO RECEPTOR DA PONTE 20T-vs2.xlsx
REF;;;28/01/2024 09:12;28/01/2024 13:54;282;ELETRICA;A 4 - SENSOR RUIM;"Após ter aberto vazamento com 153mm a máquina abortou por baixa vazão de água na face.
Acionado o Eletrecista. Fizemos o simulado e abortamos com mais ou menos 650mm a calha subiu porém a velocidade de vazamento não parou e nem o Platen parou de descer, Acionado o Eletrecista novamente e fizemos um 2º simulado e novamente a velocidade e o Platen não pararam, só no 3º simulado que deu certo.";RCA;Concluído;Vanessa, Tiago e Diego;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220627-MiniRCA-CCL-FALHA NO RECEPTOR DA PONTE 20T.xlsx
REF;;;28/01/2024 15:29;28/01/2024 21:28;359;MECANICA;A 1 - ENTUPIMENTO;"Problema na válvula de agua.
Manutenção: Ocorrência: Baixa vazão de agua na face dos moldes 
Causa: medidor de vazão com acumulo de polímero da agua interferindo na medição 
Ação: desmontado medidor da tubulação e retirado polímero da válvula montagem da válvula na tubulação normalizado medição de vazão na face do molde";RCA;Concluído;Vanessa, Tiago e Diego;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220630-MiniRCA-CCL Tesoura Pay off 2.xlsx
REF;;;29/01/2024 12:26;29/01/2024 13:56;90;ELETRICA;A 4 - DESARME;"Ao retirar as placas do DCE a garra não estava abrindo para soltar a placa no tombador

OS: 96819
manutenção: ponte desarmando disjuntor da garra
causa: possivel dano no cabo de alimentação da garra no enrolador de cabos, pois a garra funciona normalçmente na outra ponte
ação: verificando cabeamento do enrolador de cabos";MINI RCA;Concluído;Vanessa, Cruyff, André Vilela e Tiago;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220701-RCA-CCL-Falha Junta de expansão danificada Wet Section CCL.xlsx
REF;;;31/01/2024 17:00;31/01/2024 18:13;73;MECANICA;A 1 - FADIGA;"parafuso de ajuste do line quebrado.
Ocorrência: Placas empenando no DC.
Causa: Parafusos que fixam o conjunto dos liners estavam com a rosca espanada.
Ação: Foi removidos os parafusos espanados, limpeza das roscas do platen, instalção de novos parafusos mais compridos e ajustado os Liners.";MINI RCA;Concluído;Victor, Gilvan, Matheus e Clauderson;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220715-3-RCA-EIXO CARDAN DO COATER.xlsx
REF;;;01/02/2024 07:00;01/02/2024 12:25;325;MECANICA;A 1 - AJUSTE INADEQUADO;"Placas empenando
Ocorrência: empeno de placa linha B
causa: Parada linha para drenagem do poço, para verificar aperto do line na parte de baixo do castelo
Ação: verificado ajuste do line";RCA;Concluído;Clauderson, João Pedro, Everton, Evandro e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220722-RCA-Falha Turn Roll estagio 2 Wet Section.xlsx
REF;;;02/02/2024 11:58;02/02/2024 13:42;104;MECANICA;A 1 - DESGASTE;"TROCA DO ROTOR 04  TRAVAMENTO DO ROTOR .......
Ocorrência: Falha no inversor
Causa: travou foseco
Ação: Troca do conjunto";MINI RCA;Concluído;Chinaqui, Marcos Paulo e João Pedro;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\20220726-RCA-CCL-Falha Tesoura Saida.xlsx
REF;;;02/02/2024 20:31;02/02/2024 22:23;112;ELETRICA;A 4 - FALSA INDICAÇÃO;"Falha no MLC 4 vindo a abortar o vazamento, foi realizado a troca do mesmo.
Manutenção: Ocorrência: Aborto de vazamento 
Causa: Variação no nível de metal do sensor MLC 5.
Ação: Trocado sensor MLC.";MINI RCA;Concluído;Danilo, Vanessa e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PKL\07- OUTUBRO\20220709-RCA-PKL Curto circuito no Hopper 1.xlsx
REF;;;06/02/2024 16:08;07/02/2024 09:08;1020;MECANICA;A 1 - FRATURADO / RACHADO;"Vazamento de agua pela válvula da bomba 2.
manutenção: com a pressão das 2 bombas mais a temperatura da agua a 95 graus, a vedação da válvula veio a sair do alojamento ,pois era válvula borboleta com vedação em borracha nitrílica";CAPA;Concluído;Evandro, Marcos Paulo, Gilvan e Chinaqui;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\Ponte 1B\20221124-RCA-PR1B Queima dos anéis deslizantes do rotor do motor de translação CONCLUÍDA e CADASTRADA.xlsx
REF;;;09/02/2024 18:19;09/02/2024 20:25;126;MECANICA;A 1 - ERRO DE MONTAGEM;"Após manutenção realizar a troca do filtro de cloro veio a vazar na tubulação do mesmo, veio a dar alarme e o sistema mandou zerar onde veio a faltar cloro no tratamento.
Manutenção- Ocorrência: Falha de passagem de cloro. Causa: Pequeno vazamento na conexão de saída do filtro no início de vazamento. Ação: Limpeza, inspeção do sistema e remontagem da conexão.";MINI RCA;Concluído;Wander, Marcos Paulo e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\Ponte 4B\20230224-RCA Ponte 4B (ANDAMENTO).xlsx
REF;;;09/02/2024 23:04;10/02/2024 04:56;352;ELETRICA;A 4 - FALSA INDICAÇÃO;manutençao:Devido a falta de ar no prestostato d/ combustao, nao deixou os queimadores ligarem e com isso passou o vazamento inteiro com os queimadores do holder desligados e com isso as temperaturas de holder, snif e DBFs baixaram muito banho do holder que sobrou ficou com 621 graus apos religar os queimadores aguardamos subir a temperatura do holder para o melter poder transferir trocado o mesmo;RCA;Concluído;Tiago, Johny, Luan e Vinícius;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\Ponte 5B\Falha Guia Cabo de Aço Ponte 5B rev1.xlsx
REF;;;13/02/2024 02:08;13/02/2024 03:49;101;MECANICA;A 1 - TRAVAMENTO;"aborto de vazamento devido ter travado os rotores 3 e 4
Manutenção: Ocorrência: Rotor 3 e 4 Travados 
Causa: com metal, 

operação: foi feito todo procedimento operacional e causa do aborto foi Manutenção.
Ação: Destravado eixos lubrificado mancais realizado testes e liberado / falha na execução de limpeza do ACD";MINI RCA;Concluído;Clauderson, Gilvan e Matheus;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\Ponte 5B\Falha Guia Cabo de Aço Ponte 5B.xlsx
REF;;;14/02/2024 21:16;15/02/2024 00:59;223;ELETRICA;A 4 - CURTO CIRCUITO;Falha no sistema elétrico do refinador de grãos. Feito teste de emergência, flush devido a temperatura do Well 675° e novo vazamento após aborto.Manutenção:Ocorrência: Aborto de vazamento por alarme de velocidade do platen fora da faixa. Causa: Desarme do disjuntor de alimentação dos conversores de sinal analógico, devido a curto-circuito no cabo do sensor do refinador. Ação: trocado cabo e sensor;MINI RCA;Concluído;Vanessa, Rafael, Tiago, Johny, Danilo e Fabiano;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RL\20220724-RCA-RL-Falha Refilador CONCLUÍDA e CADASTRADA.xlsx
REF;;;20/02/2024 16:57;20/02/2024 18:18;81;MECANICA;A 1 - FRATURADO / RACHADO;manutenção atuando na troca do rotor 1 do snif;MINI RCA;Concluído;Evandro e João Pedro;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RL\20221127-RCA-RL - Falha no corte refilador RL CONCLUÍDA e CADASTRADA.xlsx
REF;;;27/02/2024 07:47;27/02/2024 09:22;95;MECANICA;A 1 - DESGASTE;"MANGUEIRA DO HIDRAULICO DA CALHA MOVEL ROMPEU VAZANDO OLEO ..... MANUTENÇÃO ATUANDO ...
Ocorrência: Mangueira do cilindro hidráulico da mesa rompeu 
Causa: desgaste da mangueira com atrito da esteira porta cabo 
Ação: Trocado mangueira hidráulico da calha";MINI RCA;Concluído;Chinaqui, Gilvan, Luan e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM1\Agosto\20220709-RCA-RM1-Falha Coil Car Entrada.xlsx
REF;;;27/02/2024 19:40;27/02/2024 21:54;134;ELETRICA;A 4 - SENSOR RUIM;"perda de vazamento devido problema no MLC4 , foi trocado por um MLC novo (teste) deu um alarme de erro no atuador do pino posição 4 e abortou o vazamento com 550mm.
Manutenção: Ocorrência: Aborto de vazamento por sangria no Molde 4
Causa: Em análise
Ação: Feito a troca do MLC 4";MINI RCA;Concluído;Vanessa, José Carlos, Anderson e Vinicius ;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM1\Agosto\Falha Hold down Roll\20220705-RCA-RM1-Falha Roll down Roll rev1.xlsx
REF;;;29/02/2024 07:52;29/02/2024 09:40;108;ELETRICA;A 4 - FALSA INDICAÇÃO;aguardando comentário da manutenção;MINI RCA;Concluído;Clauderson, Carolina e Vilela;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\RQA\20230109-RCA-CCL-Queda de Bobina na Saída.xlsx
REF;;;29/02/2024 12:28;29/02/2024 15:00;152;MECANICA;A 1 - FLUXO INADEQUADO;aguardando comentário da manutenção;MINI RCA;Concluído;Clauderson, Carolina e Vilela;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Abril\RCA - 20220404-1 - PC Coil car de saída_Template Novo.xlsx
REF;;;11/03/2024 22:14;12/03/2024 00:49;155;ELETRICA;A 4 - DESARME;"aborto gerado por falha no mlc4, este mlc esta em teste pois o mesmo vai ser usado na linha D, APÓS ABORTO tivemos que completar banho e realizar todo o processo de tratamento de metal.
Ocorrência: Aborto nível baixo molde 4 
Causa: Pino parou de operar durante vazamento  
Ação: trocado Conjunto MLC 4";MINI RCA;Concluído;Vanessa e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Abril\RCA - 20220425-1 - PC Coil car de saída_Template Novo.xlsx
REF;;;18/03/2024 08:12;18/03/2024 09:34;82;MECANICA;A 5 - AGUARDANDO MELTER;"ROLETE TRAVADO DA MÁQUINA DE ESQUIMAGEM DO MELTER B1, REVEZANDO COM MÁQUINA DO MELTER A2 ( AGUARDANDO MELTER B1 PARA TRANSFERIR ).
Ocorrência: Quebra da maquina de esquimar do melter B1
Causa: Trava rolete inferior 
ação: Trocado rolete inferior maquina esquimar";MINI RCA;Concluído;Clauderson e Everton;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Dezembro\20221219-MiniRCA-PC Quebra do acoplamento do motor.xlsx
REF;;;19/03/2024 14:35;19/03/2024 15:42;67;MECANICA;A 1 - TRAVAMENTO;Deu alarme de quebra e falta de argonio no rotor 4, foi acionada eletrica para restaurar, mas ñ foi possivel tivemos que abortar com 1700mm de placa, tivemos que fazer nova transferencia novo tratamento e tempo de espera e preparar todo o DC novamente para partir novo vazamento;MINI RCA;Concluído;Marcos Paulo, Gilvan e Victor;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Dezembro\20221223-MiniRCA-PC Falha de comunicação no Medidor de Espessura.xlsx
REF;;;01/04/2024 23:43;02/04/2024 00:51;68;MECANICA;A 5 - AGUARDANDO MELTER;passado do turno anterior turma C quebra dos parafuso da roda da maquina de esquima mecanico atuando.;MINI RCA;Concluído;Jonas e Luan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Dezembro\20221222-RCA-PC CoilSet Batimento Planicidade\20221222-RCA-PC CoilSet Batimento Planicidade.xlsx
REF;;;05/04/2024 16:36;05/04/2024 19:47;191;MECANICA;A 5 - AGUARDANDO MELTER;"Sistema de combustão do melter em falha .
Ocorrência: Falha na partida dos queimadores do forno 
Causa: Acoplamento que transmite movimento para elice do ventilador quebrou 
Ação: Trocado acoplamento.";MINI RCA;Concluído;Marcos Paulo, Giovani, Vinicius, Gambi, Everton;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Fevereiro - 23\20230120-RCA-PC Planificador Leveller. Mangueira Rompida Cadastrada.xlsx
REF;;;10/04/2024 03:55;10/04/2024 06:21;146;ELETRICA;A 4 - DESARME;"Ao ligar o queimador do Holder começou a apresentar falha no queimador 2
Manutenção: Ocorrência: Falha na partida do queimador 2 do Holder
Causa: Limite de gás limitando partida
Ação: Verificado plc, circuito do queimador, válvula e posicionadores de ar e de gás. Ajustado limite de válvula de gás totalmente fechada";MINI RCA;Concluído;Anderson, Alex e André Vilela;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Janeiro - 23\20230103-RCA-PC Falhas nas conexões das câmeras de monitoramento Cadastrada.xlsx
REF;;;11/04/2024 03:17;11/04/2024 09:05;348;MECANICA;A 1 - AJUSTE INADEQUADO;Problema na bomba d'agua, na volta da preventiva;RCA;Concluído;Wander, Clauderson e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Maio\RCA-PC-20220509-1-Falha Ironing Roll - Template Novo.xlsx
REF;;;13/04/2024 19:20;13/04/2024 20:33;73;MECANICA;A 1 - ERRO DE MONTAGEM;Após o platen liberado observamos que a mesa não dava ajuste na altura da sapata, e posteriormente observamos que foi usada uma junta de vedação muito grossa, soltamos a mesa e trocamos pela junta fina e foi ok. a grande demora foi por conta da falta de um pito da parafusadeira, o mecânico foi na reciclagem emprestar um para soltar a mesa.;MINI RCA;Concluído;Clauderson e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Maio\RCA-PC-20220525-1 - Falha Corte de refile - Template Novo.xlsx
REF;;;14/04/2024 22:35;14/04/2024 23:51;76;MECANICA;A 1 - DESALINHAMENTO;"Corte de metal no porão do holder que estava travando subida do forno
Manutenção:
Ocorrência: Holder se movimentava pra a lateral, cerca de 20mm, durante o basculamento
Causa: Metal solidificado no porão pegando na haste do cilindro
Ação: Corte do metal com lança oxiflâmica";MINI RCA;Concluído;Victor, Rafael e Luan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Março 23\20230303-RCA-PC Falha Refilador CONCLUIDO e CADASTRADA.xlsx
REF;;;16/04/2024 02:40;16/04/2024 05:17;157;MECANICA;A 1 - AJUSTE INADEQUADO;"Devido o incidente de ontem, havia muito metal grudado no castelo impossibilitando de soltar a sapata, foi necessário cortar no maçarico e posteriormente na lança baiana para limpar parte do castelo e terminar o serviço.
Rafael: Foi preciso fazer a liberação de trabalho a quente.
Foi necessário esperar a ponte 25T, retirar placas da LC e LA, para retirar a sapata após o corte de metal.";MINI RCA;Concluído;Victor, Rafael, Jonas e Luan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Março 23\20230307-MiniRCA-PC Coil Car entrada com vazamento de oleo na mangueira CONCLUIDA e CADASTRADA.xlsx
REF;;;17/04/2024 10:35;17/04/2024 12:32;117;MECANICA;A 1 - DESGASTE;"quebra do suporte do cilindro travamento da mesa de vazamento
Manut.
Ocorrência: Falha no travamento da mesa.
Causa: Quebra da solda do GUIA/CAMISA da haste do cilindro de intertravamento da mesa.
Ação: Foi efetuado reparo com solda na GUIA/CAMISA e efetuado testes para liberação, cilindro do almoxarifado é incompatível.";MINI RCA;Concluído;Victor, Larissa, Diego e Fabiano;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Novembro\20221126-RCA-PC Falha no movimento de abre fecha do trimmer.xlsx
REF;;;21/04/2024 21:03;21/04/2024 23:00;117;ELETRICA;A 4 - FALSA INDICAÇÃO;"Falha no sensor do pivo RFI, fazendo a temperatura do banho cair, aguardando subida da temperatura
manutenção: 
ocorrencia: quebra do sensor do pivo 
causa: cabo do motor do rotor soltou e enroscou no sensor
ação: liberado para tratar e apos trocado sensor;
obs: metal veio frio do melter e com a ocorrencia do rfi abaixou ainda mais a temperatura. a parada deve ser dividida.";MINI RCA;Concluído;Tiago, Jhony e Vanessa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Outubro\20220915-RCA-PC Rompimento Mangueira Coil car entrada.xlsx
REF;;;03/05/2024 07:15;03/05/2024 14:45;450;MECANICA;A 1 - DESGASTE;"Quebra do rolamento da roda da ponte 25.
MANUTENÇÃO
OCORRENCIA: QUEBRA DO ROLAMENTO DA RODA MOVIDA LADO LINHA C
CAUSA: SERÁ REALIZADA ANÁLISE DE FALHA PARA IDENTIFICAR A CAUSA RAIZ
AÇÃO: SUBSTITUIDO ROLAMENTO DA RODA MOVIDA";RCA;Concluído;Clauderson, Jonas, Chinaqui e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PC\Setembro\20220922-RCA-PC Falha Barreira de Luz.xlsx
REF;;;16/05/2024 03:19;16/05/2024 05:11;112;MECANICA;A 1 - DESGASTE;"mangueira de gás rompeu, manutenção atuando na troca da mesma.
Ocorrência: Falha queimador holder A
Causa: Sem gás na piloto forno, mangueira rompida 
Ação: Trocado mangueira gás piloto";MINI RCA;Concluído;José, Wanderlei e Everton;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PKL\04 - JULHO\20220709_Curto Circuito no Hopper 1.xlsx
REF;;;16/05/2024 14:42;16/05/2024 16:55;133;AUTOMACAO;A 6 - PROBLEMA DO PROGRAMA;"Devido a falha no sistema de PLC, Demorou para voltar esfriando todo o sistema, aguardando temperatura do holder para partir vazamento.
ocorrência: Desarme circuito da TRV
Causa: Sobrecarga no circuito 
Ação: Rearmado e liberado";MINI RCA;Concluído;Vanessa, Diego e Danilo;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PKL\04 - JULHO\Curto circuito Hooper 1\20220709-RCA-PKL Curto circuito no Hopper 1.xlsx
REF;;;18/05/2024 05:36;18/05/2024 10:16;280;MECANICA;A 1 - TRAVAMENTO;"teve 2 aborto de vazamento nessa fusão. 
1 vazamento travou rotor 7 e 8 ( tivemos que abortar ) manutenção: ocorrencia - rotores 7 e 8 travados.  causa: tubo defletor encostando no eixo , tubo amassado, possivel batida durante a limpeza da tampa.  Ação: ajustado tubo defletor.

2 vazamento travou rotor 4 e 3 ( tivemos que abortar ) .";RCA;Concluído;Brazileu, Clauderson, Rafael e Jordana;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PKL\05 - AGOSTO\Block Roll Hopper 1 - Acoplamento.xlsx
REF;;;21/05/2024 17:05;21/05/2024 21:30;265;MECANICA;A 1 - DESGASTE;"Quebra do rotor 1 em uma partida de vazamento , e quebra rotor 2 em outra partida de vazmento.
Mec. trocando e montando reserva . OS 98141
Ocorrência: Quebra do rotor 1 no primeiro vazamento e depois quebrou rotor 2 no segundo vazamento 
Causa: Encontrado pedaço de refratário dentro da caixa do SNif
Ação: Trocado rotor e liberado";RCA;Concluído;Wander e Marcos Paulo;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\PKL\06 - SETEMBRO\20220830-MiniRCA-PKL-Falha Centralizador de Pallet.xlsx
